"Frequency Hz","Response db"
25299500.0,-33.445904
25349000.0,-33.496523
25398500.0,-33.552811
25448000.0,-33.609549
25497500.0,-33.666987
25547000.0,-33.736112
25596500.0,-33.804068
25646000.0,-33.873207
25695500.0,-33.950227
25745000.0,-34.027113
25794500.0,-34.106104
25844000.0,-34.187467
25893500.0,-34.274094
25943000.0,-34.359488
25992500.0,-34.450777
26042000.0,-34.539115
26091500.0,-34.635645
26141000.0,-34.729811
26190500.0,-34.831388
26240000.0,-34.926226
26289500.0,-35.02319
26339000.0,-35.121467
26388500.0,-35.218704
26438000.0,-35.319198
26487500.0,-35.418215
26537000.0,-35.51038
26586500.0,-35.611063
26636000.0,-35.704272
26685500.0,-35.801218
26735000.0,-35.889827
26784500.0,-35.979638
26834000.0,-36.06791
26883500.0,-36.153089
26933000.0,-36.23404
26982500.0,-36.308694
27032000.0,-36.380445
27081500.0,-36.448066
27131000.0,-36.514728
27180500.0,-36.577309
27230000.0,-36.632565
27279500.0,-36.686513
27329000.0,-36.737852
27378500.0,-36.783696
27428000.0,-36.826837
27477500.0,-36.872367
27527000.0,-36.904948
27576500.0,-36.942214
27626000.0,-36.971653
27675500.0,-36.991729
27725000.0,-37.00836
27774500.0,-37.012824
27824000.0,-37.000336
27873500.0,-36.973323
27923000.0,-36.933279
27972500.0,-36.876036
28022000.0,-36.811749
28071500.0,-36.732653
28121000.0,-36.65509
28170500.0,-36.577502
28220000.0,-36.495294
28269500.0,-36.414926
28319000.0,-36.340571
28368500.0,-36.267887
28418000.0,-36.198903
28467500.0,-36.134875
28517000.0,-36.076941
28566500.0,-36.023799
28616000.0,-35.976644
28665500.0,-35.932598
28715000.0,-35.894778
28764500.0,-35.860231
28814000.0,-35.83365
28863500.0,-35.80873
28913000.0,-35.793523
28962500.0,-35.784443
29012000.0,-35.779648
29061500.0,-35.783706
29111000.0,-35.792688
29160500.0,-35.808723
29210000.0,-35.828071
29259500.0,-35.858804
29309000.0,-35.89089
29358500.0,-35.936646
29408000.0,-35.985362
29457500.0,-36.040173
29507000.0,-36.104444
29556500.0,-36.170666
29606000.0,-36.247069
29655500.0,-36.328193
29705000.0,-36.410903
29754500.0,-36.503577
29804000.0,-36.599852
29853500.0,-36.700487
29903000.0,-36.805817
29952500.0,-36.915224
30002000.0,-37.02198
30051500.0,-37.137185
30101000.0,-37.25614
30150500.0,-37.377961
30200000.0,-37.499212
30249500.0,-37.624656
30299000.0,-37.750551
30348500.0,-37.878576
30398000.0,-38.010614
30447500.0,-38.137857
30497000.0,-38.266791
30546500.0,-38.400576
30596000.0,-38.53476
30645500.0,-38.675908
30695000.0,-38.812494
30744500.0,-38.948722
30794000.0,-39.091102
30843500.0,-39.236573
30893000.0,-39.380419
30942500.0,-39.529001
30992000.0,-39.673638
31041500.0,-39.824691
31091000.0,-39.983478
31140500.0,-40.140431
31190000.0,-40.303439
31239500.0,-40.467213
31289000.0,-40.630705
31338500.0,-40.804344
31388000.0,-40.978735
31437500.0,-41.144246
31487000.0,-41.320952
31536500.0,-41.49961
31586000.0,-41.6846
31635500.0,-41.872966
31685000.0,-42.051501
31734500.0,-42.238738
31784000.0,-42.428
31833500.0,-42.609601
31883000.0,-42.81075
31932500.0,-42.997618
31982000.0,-43.188429
32031500.0,-43.381149
32081000.0,-43.584225
32130500.0,-43.772225
32180000.0,-43.970591
32229500.0,-44.172859
32279000.0,-44.365044
32328500.0,-44.568035
32378000.0,-44.776044
32427500.0,-44.981584
32477000.0,-45.175061
32526500.0,-45.380764
32576000.0,-45.590712
32625500.0,-45.789222
32675000.0,-45.991937
32724500.0,-46.198823
32774000.0,-46.39352
32823500.0,-46.609139
32873000.0,-46.811499
32922500.0,-47.018578
32972000.0,-47.220778
33021500.0,-47.416608
33071000.0,-47.616762
33120500.0,-47.81897
33170000.0,-48.008264
33219500.0,-48.220743
33269000.0,-48.414213
33318500.0,-48.609763
33368000.0,-48.800705
33417500.0,-48.995255
33467000.0,-49.177579
33516500.0,-49.350569
33566000.0,-49.515716
33615500.0,-49.693177
33665000.0,-49.860195
33714500.0,-50.035375
33764000.0,-50.190036
33813500.0,-50.352518
33863000.0,-50.499449
33912500.0,-50.661441
33962000.0,-50.833258
34011500.0,-50.955246
34061000.0,-51.130833
34110500.0,-51.253304
34160000.0,-51.370251
34209500.0,-51.533394
34259000.0,-51.640451
34308500.0,-51.777239
34358000.0,-51.896212
34407500.0,-52.010281
34457000.0,-52.122925
34506500.0,-52.210647
34556000.0,-52.312538
34605500.0,-52.404358
34655000.0,-52.488764
34704500.0,-52.574084
34754000.0,-52.646452
34803500.0,-52.707821
34853000.0,-52.767112
34902500.0,-52.813692
34952000.0,-52.883561
35001500.0,-52.931954
35051000.0,-53.008968
35100500.0,-53.03303
35150000.0,-53.087128
35199500.0,-53.117591
35249000.0,-53.126571
35298500.0,-53.177145
35348000.0,-53.184641
35397500.0,-53.188371
35447000.0,-53.218352
35496500.0,-53.231615
35546000.0,-53.256483
35595500.0,-53.238325
35645000.0,-53.244249
35694500.0,-53.247455
35744000.0,-53.250699
35793500.0,-53.236635
35843000.0,-53.220432
35892500.0,-53.202201
35942000.0,-53.181883
35991500.0,-53.180095
36041000.0,-53.151097
36090500.0,-53.103493
36140000.0,-53.069768
36189500.0,-53.029812
36239000.0,-52.988542
36288500.0,-52.946004
36338000.0,-52.895046
36387500.0,-52.84968
36437000.0,-52.803154
36486500.0,-52.75566
36536000.0,-52.682555
36585500.0,-52.600884
36635000.0,-52.543171
36684500.0,-52.46898
36734000.0,-52.426865
36783500.0,-52.361121
36833000.0,-52.286194
36882500.0,-52.243182
36932000.0,-52.167765
36981500.0,-52.095329
37031000.0,-52.035532
37080500.0,-51.985377
37130000.0,-51.913646
37179500.0,-51.853771
37229000.0,-51.78816
37278500.0,-51.753571
37328000.0,-51.68797
37377500.0,-51.601863
37427000.0,-51.531472
37476500.0,-51.461789
37526000.0,-51.432364
37575500.0,-51.358445
37625000.0,-51.289712
37674500.0,-51.230427
37724000.0,-51.177062
37773500.0,-51.123572
37823000.0,-51.055512
37872500.0,-50.98799
37922000.0,-50.935325
37971500.0,-50.878928
38021000.0,-50.812651
38070500.0,-50.753198
38120000.0,-50.705694
38169500.0,-50.608888
38219000.0,-50.550559
38268500.0,-50.510044
38318000.0,-50.44247
38367500.0,-50.385328
38417000.0,-50.332042
38466500.0,-50.279213
38516000.0,-50.226881
38565500.0,-50.184516
38615000.0,-50.119206
38664500.0,-50.090312
38714000.0,-50.05193
38763500.0,-50.0008
38813000.0,-49.972614
38862500.0,-49.922109
38912000.0,-49.884758
38961500.0,-49.860263
39011000.0,-49.822999
39060500.0,-49.779342
39110000.0,-49.75437
39159500.0,-49.717148
39209000.0,-49.683812
39258500.0,-49.644258
39308000.0,-49.619932
39357500.0,-49.595819
39407000.0,-49.559892
39456500.0,-49.524009
39506000.0,-49.500137
39555500.0,-49.4642
39605000.0,-49.431693
39654500.0,-49.405541
39704000.0,-49.370042
39753500.0,-49.334758
39803000.0,-49.302867
39852500.0,-49.265385
39902000.0,-49.242432
39951500.0,-49.207703
40001000.0,-49.16157
40050500.0,-49.153714
40100000.0,-49.134128
40149500.0,-49.08574
40199000.0,-49.049191
40248500.0,-49.015476
40298000.0,-48.998819
40347500.0,-48.948628
40397000.0,-48.929575
40446500.0,-48.893931
40496000.0,-48.842884
40545500.0,-48.832437
40595000.0,-48.796921
40644500.0,-48.764058
40694000.0,-48.731531
40743500.0,-48.696681
40793000.0,-48.666321
40842500.0,-48.633583
40892000.0,-48.601142
40941500.0,-48.568841
40991000.0,-48.534472
41040500.0,-48.502629
41090000.0,-48.468464
41139500.0,-48.436763
41189000.0,-48.405343
41238500.0,-48.360988
41288000.0,-48.327431
41337500.0,-48.287852
41387000.0,-48.263038
41436500.0,-48.221636
41486000.0,-48.191004
41535500.0,-48.160488
41585000.0,-48.136238
41634500.0,-48.085206
41684000.0,-48.050743
41733500.0,-48.031158
41783000.0,-47.988758
41832500.0,-47.936317
41882000.0,-47.92506
41931500.0,-47.88325
41981000.0,-47.854052
42030500.0,-47.812749
42080000.0,-47.767296
42129500.0,-47.748524
42179000.0,-47.719767
42228500.0,-47.684636
42278000.0,-47.636298
42327500.0,-47.603612
42377000.0,-47.582979
42426500.0,-47.560237
42476000.0,-47.510618
42525500.0,-47.476449
42575000.0,-47.458271
42624500.0,-47.423839
42674000.0,-47.393804
42723500.0,-47.361679
42773000.0,-47.325397
42822500.0,-47.295888
42872000.0,-47.266466
42921500.0,-47.225566
42971000.0,-47.194172
43020500.0,-47.162863
43070000.0,-47.133695
43119500.0,-47.100024
43169000.0,-47.071011
43218500.0,-47.047077
43268000.0,-47.007233
43317500.0,-46.985868
43367000.0,-46.96461
43416500.0,-46.925472
43466000.0,-46.89754
43515500.0,-46.87607
43565000.0,-46.845651
43614500.0,-46.828458
43664000.0,-46.798195
43713500.0,-46.775004
43763000.0,-46.740729
43812500.0,-46.708825
43862000.0,-46.68801
43911500.0,-46.656106
43961000.0,-46.635222
44010500.0,-46.611817
44060000.0,-46.579883
44109500.0,-46.561514
44159000.0,-46.536077
44208500.0,-46.498483
44258000.0,-46.477987
44307500.0,-46.455178
44357000.0,-46.423942
44406500.0,-46.39736
44456000.0,-46.374447
44505500.0,-46.343608
44555000.0,-46.321082
44604500.0,-46.298063
44654000.0,-46.269334
44703500.0,-46.241226
44753000.0,-46.231975
44802500.0,-46.200871
44852000.0,-46.188568
44901500.0,-46.168327
44951000.0,-46.145641
45000500.0,-46.123053
45050000.0,-46.092465
45099500.0,-46.072388
45149000.0,-46.05528
45198500.0,-46.035456
45248000.0,-46.013139
45297500.0,-45.993428
45347000.0,-45.960777
45396500.0,-45.940815
45446000.0,-45.926107
45495500.0,-45.903927
45545000.0,-45.89218
45594500.0,-45.859263
45644000.0,-45.854731
45693500.0,-45.82975
45743000.0,-45.810096
45792500.0,-45.787679
45842000.0,-45.7626
45891500.0,-45.747675
45941000.0,-45.732702
45990500.0,-45.710564
46040000.0,-45.685869
46089500.0,-45.666271
46139000.0,-45.65138
46188500.0,-45.629087
46238000.0,-45.611551
46287500.0,-45.591972
46337000.0,-45.566896
46386500.0,-45.544493
46436000.0,-45.529417
46485500.0,-45.511668
46535000.0,-45.489449
46584500.0,-45.477225
46634000.0,-45.462132
46683500.0,-45.432449
46733000.0,-45.418749
46782500.0,-45.406688
46832000.0,-45.384856
46881500.0,-45.363025
46931000.0,-45.352583
46980500.0,-45.329369
47030000.0,-45.321742
47079500.0,-45.30989
47129000.0,-45.295155
47178500.0,-45.270337
47228000.0,-45.255339
47277500.0,-45.240474
47327000.0,-45.218769
47376500.0,-45.200986
47426000.0,-45.185991
47475500.0,-45.154084
47525000.0,-45.145675
47574500.0,-45.130382
47624000.0,-45.10143
47673500.0,-45.09022
47723000.0,-45.075441
47772500.0,-45.05317
47822000.0,-45.039371
47871500.0,-45.017841
47921000.0,-45.009422
47970500.0,-44.980839
48020000.0,-44.96261
48069500.0,-44.957096
48119000.0,-44.938771
48168500.0,-44.910338
48218000.0,-44.901978
48267500.0,-44.883745
48317000.0,-44.861562
48366500.0,-44.845959
48416000.0,-44.83379
48465500.0,-44.815069
48515000.0,-44.8026
48564500.0,-44.783963
48614000.0,-44.768719
48663500.0,-44.747028
48713000.0,-44.738105
48762500.0,-44.719577
48812000.0,-44.691385
48861500.0,-44.669486
48911000.0,-44.656703
48960500.0,-44.631377
49010000.0,-44.606837
49059500.0,-44.59795
49109000.0,-44.572701
49158500.0,-44.559917
49208000.0,-44.534904
49257500.0,-44.512844
49307000.0,-44.496964
49356500.0,-44.474605
49406000.0,-44.458825
49455500.0,-44.436539
49505000.0,-44.418208
49554500.0,-44.403143
49604000.0,-44.386702
49653500.0,-44.361494
49703000.0,-44.336677
49752500.0,-44.320494
49802000.0,-44.301066
49851500.0,-44.287501
49901000.0,-44.26498
49950500.0,-44.251666
